0-0,0-0.2,0-0.4,0-0.6,0-0.8,0-1.0,0.2-0,0.2-0.2,0.2-0.4,0.2-0.6,0.2-0.8,0.2-1.0,0.4-0,0.4-0.2,0.4-0.4,0.4-0.6,0.4-0.8,0.4-1.0,0.6-0,0.6-0.2,0.6-0.4,0.6-0.6,0.6-0.8,0.6-1.0,0.8-0,0.8-0.2,0.8-0.4,0.8-0.6,0.8-0.8,0.8-1.0,1.0-0,1.0-0.2,1.0-0.4,1.0-0.6,1.0-0.8,1.0-1.0
-61.9154074943228,-70.02684127052044,-71.76306376414617,-72.71633119064276,-73.34809091877042,-73.80538924379546,42.26700381254442,-69.90576678092137,-71.71125773070874,-72.68481667685919,-73.32589921604843,-73.78853604982514,39.842785424175766,-69.77733402872941,-71.65804462976405,-72.65277215650485,-73.30345223462894,-73.7715281203055,40.16106753276121,-69.64063789553671,-71.60337514546816,-72.62018486665922,-73.28074684982393,-73.75436261080691,40.874720835336454,-69.49533641187247,-71.54719688194993,-72.5870407604739,-73.25778172339835,-73.73703845987949,41.59341830464067,-69.34189412481193,-71.48947223612333,-72.55332658277207,-73.23455158417435,-73.7195554326055
-61.91331118809158,-70.0189047016913,-71.75354533546219,-72.70664759203451,-73.33863599084367,-73.79628940929176,42.10363906696784,-69.89724899207724,-71.7014163058235,-72.67492524586129,-73.31629753267686,-73.77932203152956,39.63443298385775,-69.76811342388325,-71.64785648796635,-72.64266417656111,-73.29370004501216,-73.7621972568381,39.959000352627804,-69.63058747797182,-71.59281517546547,-72.60985129311807,-73.27084026337542,-73.74491222805288,40.68552319683666,-69.4843141862727,-71.53623818255534,-72.57647216567185,-73.24771669783121,-73.72746586177277,41.41725495220836,-69.32973835182355,-71.47808564813968,-72.5425130961247,-73.22432393281383,-73.70985786933508
-61.9112482177975,-70.01101156137736,-71.74407459540691,-72.69700515547015,-73.32921495884499,-73.78721757262228,41.93713360628906,-69.88877355970145,-71.69162246876824,-72.66507483148874,-73.3067296816338,-73.77013576622147,39.422674174576414,-69.75893392506927,-71.63771584886803,-72.63259706387446,-73.28398160372089,-73.75289391232182,39.75365608876819,-69.62057630988141,-71.58230256746816,-72.599558417217,-73.26096731907049,-73.73548913521114,40.4932037783722,-69.47332750182171,-71.52532658582861,-72.56594406424126,-73.23768518410704,-73.71792032367821,41.23812111867141,-69.31761133111873,-71.46674572770743,-72.53173985088479,-73.21412963685408,-73.70018713156797
-61.9092180533087,-70.00316194896118,-71.73465161133845,-72.68740399735209,-73.31982797750979,-73.77817392043869,41.767454431488645,-69.8803406923692,-71.68187633508565,-72.6552655760694,-73.29719582749725,-73.76097745729145,39.20748768068658,-69.7497959120942,-71.62762287154528,-72.62257098447262,-73.2742970854481,-73.74361830489073,39.545015237023804,-69.61060490085336,-71.57183752190885,-72.58930642725987,-73.25112820199861,-73.72609356346524,40.297742908222034,-69.4623770126388,-71.51446233357606,-72.55545666599038,-73.22768737800173,-73.70840208849107,41.05599602310378,-69.30551388937042,-71.45545275944527,-72.52100707808768,-73.20396890305285,-73.69054347280584
-61.90722017292516,-69.99535595371592,-71.72527644311133,-72.67784422815059,-73.31047519688175,-73.76915863494115,41.594568510534465,-69.8719505949808,-71.6721780114483,-72.64549761517178,-73.28769613009733,-73.75184730292776,38.98885352288041,-69.74069974963176,-71.61757770515118,-72.61258609701254,-73.26464666008964,-73.73437064684644,39.33305988609022,-69.60067374242156,-71.56142022860283,-72.57909550375118,-73.24132309240979,-73.71672573766969,40.09912220235102,-69.45146335415642,-71.50364565656162,-72.54501017264334,-73.21772347041633,-73.69891139240832,40.870859951440075,-69.29344683431022,-71.44420701668821,-72.51031500050917,-73.1938419332647,-73.68092713959793
-61.905254063244485,-69.98759367474335,-71.71594914329269,-72.66832595253962,-73.3011567623843,-73.7601718939762,41.418443544638755,-69.8636034672687,-71.6625275959035,-72.6357710777848,-73.2782307445885,-73.74274549624907,38.7667529651412,-69.73164578727314,-71.60758048921356,-72.60264255299741,-73.2550304928169,-73.72515114483471,39.1177736209096,-69.59078330851469,-71.55105086708299,-72.5689258196399,-73.23155216578733,-73.70738587656928,39.89732454502361,-69.44058714361255,-71.49287677485869,-72.53460477810088,-73.20779364744973,-73.68944846518448,40.68269398304549,-69.28141095521184,-71.43300876184254,-72.49966383293452,-73.18374892451351,-73.67133837182571
-61.90331921902983,-69.97987521341287,-71.70666975736984,-72.65884926952725,-73.2918728148902,-73.75121387112681,41.23904788190888,-69.85529950259493,-71.65292517811568,-72.62608608649116,-73.26879982151979,-73.73367222543347,38.54116758444214,-69.7226343596448,-71.5976313539266,-72.59274049698489,-73.24544874414731,-73.71596000001732,38.899141472227754,-69.5809340559034,-71.54072960692356,-72.55879754055209,-73.22181559291852,-73.69807419301077,39.69233379794622,-69.42974898052763,-71.48215589818793,-72.52424066868748,-73.19789809046917,-73.68001353037593,40.49148043387076,-69.26940702335791,-71.42185824672475,-72.4890537824127,-73.17369006906277,-73.6617774029721
-61.90141514307994,-69.97220065943574,-71.69743832394984,-72.64941427258084,-73.28262349078952,-73.74228473579556,41.05635047487995,-69.84703888699426,-71.64337083960503,-72.61644275763435,-73.25940350690314,-73.72462767384289,38.31208074347781,-69.71366578658045,-71.58773042043494,-72.58288006678646,-73.23590157001287,-73.70679740823806,38.67714952528262,-69.57112642464345,-71.53045660805252,-72.54871082501218,-73.21211353996297,-73.68879089414531,39.4841350403565,-69.41894944716628,-71.47148322624088,-72.51391802338568,-73.18803697617847,-73.67060680557236,40.297203043449144,-69.2574357924908,-71.41075571288529,-72.47848504849652,-73.16366555448343,-73.6522444603745
-61.89954134610124,-69.96457009132905,-71.68825487495153,-72.64002104974738,-73.27340892205575,-73.73338465328193,40.870320867329326,-69.83882179842504,-71.63386465398139,-72.60684120147918,-73.25004194227985,-73.71561202014239,38.07947745828053,-69.70474037333604,-71.57787780110966,-72.57306139365812,-73.22638912182673,-73.69766356018151,38.45178508151934,-69.56136083851287,-71.52023202105231,-72.5386658246536,-73.2024461685192,-73.67953618162075,39.272715009326355,-69.40818910898398,-71.46085894898987,-72.50363701405807,-73.17821047668426,-73.6612285026151,40.09984693031799,-69.24549799924775,-71.39970139191745,-72.46795782346958,-73.15367556371967,-73.64273976546177
-61.89769734658205,-69.95698357685514,-71.6791194357905,-72.63066968376944,-73.26422923631034,-73.72451378485415,40.68092849668817,-69.83064840619514,-71.62440668717281,-72.59728152236607,-73.24071526478538,-73.70662543841381,37.84334431999939,-69.69585841083841,-71.56807359981575,-72.56328460248244,-73.21691154654793,-73.6885586415241,38.22303729152609,-69.55163770544146,-71.510055987449,-72.52866268441889,-73.1928136356892,-73.67031025176318,39.05806202931374,-69.39746851505889,-71.4502832469846,-72.49339780565744,-73.16841875956025,-73.65187882780188,39.899398579902034,-69.2335943635812,-71.38869550575224,-72.45747229256042,-73.14372027515277,-73.63326353397525
-61.881740340255305,-69.9356596709931,-71.65645901647918,-72.60797023738934,-73.24186497219424,-73.70261466757121,40.499611046186494,-69.80874325053519,-71.60142740570235,-72.57437636123264,-73.21820613081482,-73.68461230481755,37.61578301926888,-69.67325096687478,-71.54475185448477,-72.54016496427776,-73.19425364812909,-73.66642888684153,38.00294049302538,-69.52819524020445,-71.4863662423611,-72.50531936009601,-73.17000292381054,-73.64806121754904,38.852040894093754,-69.37303379396715,-71.42619768797044,-72.46982109586406,-73.14545101785185,-73.62950779379068,39.70752847492168,-69.20797986291005,-71.36418360071734,-72.43365195496412,-73.12059112532052,-73.61076770084844
-61.8530246573679,-69.90225578570838,-71.62209589766752,-72.57388457300317,-73.20840371846054,-73.66989073578056,40.32331097507965,-69.7747624139401,-71.56674829929953,-72.5400869870536,-73.18460172226789,-73.65177560335596,37.3940758984026,-69.63857296076712,-71.50973328988975,-72.5056631656134,-73.16050220914039,-73.6334768327287,37.78874112525581,-69.49268740816376,-71.4509827779663,-72.47059596838616,-73.13610042415587,-73.61499117149269,38.65180737243231,-69.3365382649919,-71.39042156914552,-72.43486644525244,-73.11139326041153,-73.59631705315849,39.521293547459614,-69.17030759710632,-71.32798432242524,-72.39845583008551,-73.08637374963352,-73.57745348366825
-61.812792817627226,-69.85826642750956,-71.57765242636961,-72.5301385151098,-73.16566063157909,-73.62823620260419,40.14978143313733,-69.73019383494086,-71.52198801283063,-72.49613653414667,-73.14171517015056,-73.610007676533,37.17611680303612,-69.59330564213745,-71.46463280963917,-72.46149963273697,-73.11746832733571,-73.59159294313058,37.578316477092066,-69.44658866548775,-71.4055167204164,-72.42621021014033,-73.0929151935745,-73.57298869122918,38.45519943374622,-69.28944954531912,-71.34456220484648,-72.39024881224206,-73.06805249589797,-73.55419328994302,39.33849191621077,-69.12203837681813,-71.2817011411243,-72.35359611713922,-73.04287310112746,-73.53520566601705
-61.762184520666686,-69.8050385930397,-71.52457210663873,-72.47824921512132,-73.11521278844951,-73.57927811084001,39.97736339305047,-69.67637435404687,-71.46858446951991,-72.44403817837524,-73.09112057748409,-73.56093290596817,36.9602687934888,-69.53877535675235,-71.41088266980393,-72.40918352782685,-73.06672311365304,-73.54239892342392,37.37002632781786,-69.39121451998375,-71.35139457247284,-72.37366719555183,-73.04201533258089,-73.52367279087471,38.26056863807377,-69.23307198790523,-71.29004025752882,-72.33746921634634,-73.01699379607224,-73.50475281218303,39.15747043991098,-69.06446512685699,-71.22674879113208,-72.30056970580617,-72.99165120416193,-73.48563783519049
-61.702244917304604,-69.743785740196,-71.46413850421571,-72.41954938487501,-73.05842924628547,-73.5244126989031,39.804825972968416,-69.61450496970765,-71.40781455574184,-72.38511996840546,-73.03418356220362,-73.50594452159157,36.74525615164431,-69.47617014165589,-71.34975295719283,-72.35003818424487,-73.00962872156019,-73.48728497542126,37.16260010529944,-69.32773952374463,-71.28987949916295,-72.3142854898233,-72.98475950465146,-73.46843062443189,38.0666546374768,-69.16856613537558,-71.22811184524716,-72.27784140083399,-72.95957230863843,-73.44937970638269,38.976984052684344,-68.99873386994776,-71.1643762151584,-72.24068546263777,-72.9340588990045,-73.43013099044857
-61.633932219072236,-69.6756004598748,-71.39749218194599,-72.35520874560436,-72.99649733412735,-73.46483683855723,39.63125102842292,-69.54566449152317,-71.34081163329301,-72.32054670432815,-72.97208788726638,-73.44623634156697,36.53008187524683,-69.40655440205279,-71.28236968839687,-72.2852234193016,-72.94736531815737,-73.42744184121578,36.95505153210287,-69.25721301884782,-71.22209002393636,-72.24921986469099,-72.92232346355298,-73.40844983531179,37.872491565439354,-69.09696558389925,-71.15988784567287,-72.21251502774422,-72.89695801840222,-73.38925849451365,38.796092474035966,-68.92586137728657,-71.09568648736567,-72.17508787441454,-72.87126028164441,-73.36986650935181
-61.558124698894176,-69.60146596405183,-71.32564586399062,-72.28625300443306,-72.93044566791346,-73.4015752056219,39.455951405426816,-69.47082176444319,-71.26858112072247,-72.25133921468793,-72.90585834458209,-73.38283014098452,36.313966322221205,-69.33088190411877,-71.20973081554925,-72.21575511502502,-72.88095285936313,-73.36388837102241,36.7466136894408,-69.18057293343134,-71.14901646648714,-72.1794811862267,-72.8557222828978,-73.34474632450373,37.67733766238972,-69.019191620504,-71.08635077391881,-72.14249587609973,-72.83016170032492,-73.32540210372863,38.614083959476645,-68.84672931173681,-71.02165413946385,-72.10477756023505,-72.80426198693658,-73.30585432027132
-61.47562713157922,-69.52226649685367,-71.24949800899724,-72.21358063816955,-72.86116470897576,-73.33550375957385,39.27841061325578,-69.39084662167377,-71.1920143606234,-72.17839134360698,-72.83638099047127,-73.31659925406827,36.09629914986109,-69.25000729440869,-71.1327203930535,-72.14252241086976,-72.81127317682191,-73.29749524876527,36.53668939471437,-69.09865789387096,-71.07153541447892,-72.10595381545478,-72.7858337134544,-73.27818810032812,37.480622975145,-68.93606595690748,-71.0083695650547,-72.06866345281368,-72.76005714910963,-73.258675841091,38.430419446848205,-68.76212126411554,-70.94314026005715,-72.03062909515818,-72.73393396751331,-73.23895700293463
-61.38717671889194,-69.43879676663943,-71.16984495560939,-72.1379777344524,-72.7894238335968,-73.26737003246124,39.09823884749237,-69.30651970744032,-71.11190096617335,-72.10248492335315,-72.76442134931077,-73.24828893224625,35.87660238839068,-69.16469633165656,-71.05212112894269,-72.06630280926827,-72.73908807707892,-73.22900541981234,36.32481430028116,-69.01221788515188,-70.9904224836972,-72.02941084849446,-72.71341594768741,-73.20951577635249,37.281909781035296,-68.8483065403262,-70.9267125472008,-71.9917863690747,-72.68739903082646,-73.18981796220825,38.24469058654062,-68.67273413791753,-70.86089607015109,-71.95340652452703,-72.66102744149538,-73.16991042833305
-61.293448540398,-69.3517704889472,-71.08739178806017,-72.06013111315349,-72.71588668133774,-73.19781066109643,38.915140793601665,-69.21854129480923,-71.02893981837809,-72.02430297483457,-72.69063978090468,-73.17853390837278,35.65450140944849,-69.07563499275187,-70.96862551639812,-71.98777545627081,-72.66505473701388,-73.15905168755818,36.11062781847014,-68.9219236591327,-70.90636265176616,-71.95052747843349,-72.63912305120921,-73.13936020067145,37.08086237972818,-68.75654939237478,-70.84204906110921,-71.91253499360667,-72.61283835786438,-73.11945733356006,38.056588435536554,-68.57918800707186,-70.77558163134276,-71.87377116205312,-72.58619041817805,-73.09934145446425
-61.19506056798513,-69.26182812249927,-71.00276205515149,-71.98063992632622,-72.64112456879324,-73.12736653828385,38.728891475225296,-69.12753920905722,-70.94374886572328,-71.9444413491635,-72.61560488811993,-73.10787355479486,35.42970332800604,-68.98343759270092,-70.88284374527213,-71.90753228499563,-72.58973911266624,-73.08817187854498,35.89385074830387,-68.82836128729981,-70.81995401652075,-71.86988923591676,-72.56351837920973,-73.06825762830192,36.87722413976229,-68.66136235842035,-70.75496965328627,-71.83148729168256,-72.53693591897579,-73.04812861239776,37.86588001643731,-68.48203469344791,-70.68778022716796,-71.79229626187305,-72.50998114748232,-73.02778311397721
-61.09257827893297,-69.16954387331265,-70.91650646265325,-71.90002605879359,-72.565628213169,-73.05649590804465,38.53931890183646,-69.03407595385599,-70.85687227716119,-71.86341797747731,-72.53980521822186,-73.03676496881833,35.20198048787461,-68.88865214546803,-70.79531139774157,-71.82608593399574,-72.51362762423838,-73.01682191831527,35.67426769864869,-68.73205279557185,-70.73172508552479,-71.78800432170956,-72.48708625029056,-72.99666278756995,36.67079979515633,-68.56325233528871,-70.66599606812927,-71.74914729399894,-72.46017394676032,-72.97628530382039,37.6723905983588,-68.3817652665483,-70.59800701304773,-71.70948182650835,-72.43287978571831,-72.95568766210079
-60.98651889961884,-69.07543203532823,-70.82911118934707,-71.81874351037585,-72.48981797954877,-72.98558568561096,38.3462918467565,-68.93865512585631,-70.76878928411286,-71.78168274924685,-72.4636594781038,-72.9655942724475,34.971157035942845,-68.79176003136376,-70.70650118496985,-71.74388243899618,-72.43713734406639,-72.9453871110025,35.45171393629754,-68.63346501273907,-70.64214239490387,-71.70531511046342,-72.41024211133443,-72.92495998024415,36.461442371396785,-68.46267166961975,-70.57558886654576,-71.66595391078744,-72.38296626329935,-72.9043094129177,37.47599071081846,-68.27881663098799,-70.50671665444769,-71.62576339283886,-72.35529852568848,-72.88343397517885
-60.877355309382594,-68.97995272984052,-70.74100430120063,-71.73718592377705,-72.41405283882526,-72.91496137708332,38.14971009611344,-68.84172384020829,-70.6799220833282,-71.69962603664808,-72.38752545473795,-72.8946860352139,34.737098317885476,-68.6931919612016,-70.61682975865155,-71.66130909293803,-72.36062488346366,-72.8741902926397,35.22606546240276,-68.53301516242863,-70.55161728541817,-71.62220595254061,-72.33334139409922,-72.85346969499066,36.24904311051062,-68.36002384218766,-70.48415418540367,-71.58228868816198,-72.30566710961224,-72.83251984845283,37.27658614434725,-68.17357733719022,-70.41431008562091,-71.54151975222604,-72.27759040197894,-72.8113395271562
-60.76551963171473,-68.88351719335682,-70.65256194897731,-71.65569367036403,-72.33863819963734,-72.84489592736337,37.94949717288741,-68.74367986675982,-70.5906419726659,-71.61758570054319,-72.31170780712854,-72.82431181231138,34.499701995205356,-68.59333298020267,-70.5266637859611,-71.57870138361145,-72.28439414784359,-72.80350176838172,34.997230796744894,-68.43107587520467,-70.46051193492231,-71.53901005322774,-72.25668723623612,-72.78246112093132,36.033523458318236,-68.25566853349278,-70.39204974280374,-71.49848263930748,-72.22857883508927,-72.76118476226344,37.07411022961912,-68.06639272628642,-70.3211405005126,-71.45707974118676,-72.20005695120778,-72.73967154223406
-60.65140653776143,-68.78649274344554,-70.56411392762801,-71.5745601152949,-72.26383275693262,-72.775616474705,37.74559459873352,-68.64487844652098,-70.50127483289802,-71.5358532811461,-72.23646487432744,-72.75469790553784,34.25889293918943,-68.49252697949103,-70.43632537026002,-71.49634911928358,-72.20870310677337,-72.73354711045477,34.76514455540626,-68.32797968941576,-70.36914473299727,-71.45601554147703,-72.18053721561253,-72.71215920254926,35.81482888034727,-68.14992614982341,-70.29959017908729,-71.41482226484625,-72.15195859814025,-72.69052852742368,36.868517959419286,-67.95756950054303,-70.22751867049126,-71.37272821950836,-72.12295488095535,-72.66865390313966
-60.53537628514326,-68.6892066669225,-70.4759486481571,-71.49403715769085,-72.18985448162998,-72.7073106865828,37.53795734515642,-68.54563642782621,-70.41210602621777,-71.4546794693173,-72.1620146252347,-72.68603161469598,34.01461802143098,-68.39108076721968,-70.34609688987314,-71.41450183891543,-72.13376970604995,-72.66451333130993,34.529761901839834,-68.2240230990423,-70.27779507235482,-71.37347082577584,-72.10510922650734,-72.64275074075499,35.592923888907336,-68.04308187604313,-70.20705181104942,-71.33155486136778,-72.07602420820666,-72.6207377716433,36.6597814939582,-67.84736410194252,-70.13371766976279,-71.28871133646628,-72.04650187920477,-72.59847312245248
-60.41775751324656,-68.59195007089009,-70.3883175843553,-71.41434013036954,-72.11688585999322,-72.6401322419333,37.32655193193237,-68.4462360076888,-70.32338477420906,-71.3742789429145,-72.08853985956654,-72.61846664647537,33.76684200957979,-68.28926774468304,-70.25622531863135,-71.33337359162701,-72.05977703204816,-72.59655422427086,34.291055615406876,-68.1194701983935,-70.18670762219357,-71.29158932232525,-72.03058660888158,-72.57438967036484,35.36778883299952,-67.93538931095746,-70.11467686649573,-71.24889320413139,-72.00095922137388,-72.55196659521832,36.44788696344395,-67.73597879504361,-70.03997707798705,-71.20524117221625,-71.97088167764227,-72.52928350561271
-60.29884981445609,-68.49498136798175,-70.30143925018868,-71.33565213376136,-72.04507847746848,-72.57420557570036,37.111353968902776,-68.34692811651688,-70.23532807107289,-71.29483464253565,-72.01619275519558,-72.55212779526322,33.515543371899334,-68.1873312272098,-70.16692608445236,-71.25314715972307,-71.98687782407241,-72.529794984849,34.04901285053256,-68.01455596665484,-70.09609614069743,-71.21055363004801,-71.95712262704821,-72.50720162610266,35.139416995201124,-67.82705466146129,-70.02267725763984,-71.16701967891595,-71.92691738656202,-72.48434108473248,36.2328318744479,-67.62359291486335,-69.94650672024528,-71.12249982997571,-71.89624505306593,-72.4612116160979
-60.178926099241465,-68.39852943061858,-70.21550275770637,-71.25812786987638,-71.97455702964525,-72.5096299856715,36.89234629976873,-68.2479354803784,-70.14812418176942,-71.21650155214114,-71.94509884476196,-72.48711499456854,33.260713140201375,-68.08548744496257,-70.07838651579421,-71.17397779059401,-71.91519787607785,-72.46433621027543,33.803632585414114,-67.90948922966771,-70.00614687704548,-71.13051921775295,-71.88484151344858,-72.44128789370559,34.907812242652255,-67.71824823549431,-69.93123794455852,-71.08608992855217,-71.85401975120608,-72.41796321824313,36.01462299084094,-67.51036494488855,-69.85347853408874,-71.04064304488594,-71.82271240900957,-72.39436013780997
-60.05823477157919,-68.30279644579727,-70.13067100001929,-71.18189703445408,-71.90542307097178,-72.44648318785534,36.669516973234984,-68.14945539151891,-70.06193576931263,-71.13941004227388,-71.87535960911765,-72.4235068241819,33.00235281951584,-67.9839282548209,-69.99076892020912,-71.09599649496204,-71.8448377023074,-72.40025736137636,33.55492323284015,-67.80443532865392,-69.91702160743854,-71.05161768082309,-71.8138433916362,-72.37672882939934,34.67298715318361,-67.60912132683349,-69.84050820012318,-71.0062360715568,-71.78236629203056,-72.35291424444927,35.7932747029518,-67.39643444338388,-69.76103427052357,-70.95980336714132,-71.75038367618183,-72.32881121652737
-59.93700172987453,-68.20796049894084,-70.0470834991467,-71.10706731859776,-71.83775824830971,-72.38482439481736,36.442858406865234,-68.05166221477131,-69.97690269065497,-71.06366882677,-71.80705640979036,-72.36136354652066,32.740472649998324,-67.88282127078588,-69.90421258453834,-71.01931296208653,-71.77587859756404,-72.33761975938,33.302901745489926,-67.69953794893426,-69.82884982999943,-70.97395961787659,-71.7442096608332,-72.31358681957359,34.434961761243954,-67.49980798436563,-69.75061413359155,-70.92756954327449,-71.71203870132383,-72.28925760699104,35.56880793664967,-67.28192382339424,-69.66929792693607,-70.88008655204443,-71.67934090877664,-72.26462935098753
-59.81543220733612,-68.11417791263186,-69.96485895427473,-71.03372706516687,-71.77162653414189,-72.32469698119979,36.21236741633424,-67.95470965478478,-69.89314363677966,-70.98936757785144,-71.74025343675468,-72.30072973556014,32.4750892332993,-67.78230224497945,-69.81883073350932,-70.94401813653896,-71.70838513999175,-72.27646918031341,33.047592427835,-67.5949245837828,-69.74174276688736,-70.89763476469152,-71.67600541743654,-72.25190884265874,34.193762678555075,-67.39042665206453,-69.66166532016726,-70.85017440762809,-71.64310273717692,-72.22704147528263,35.34124937115899,-67.16693999267035,-69.57837760718817,-70.80157524734413,-71.60965056957623,-72.20186389448017
-59.69371246464105,-68.02158536358736,-69.88409777557077,-70.96194761988357,-71.70707658476037,-72.26613079187352,35.97804447774042,-67.8587296228161,-69.81075709169656,-70.91657897266434,-71.6749999810484,-72.24163655309607,32.206226015316375,-67.68249124501499,-69.7347202524201,-70.87018318205371,-71.6424073867698,-72.2168381010994,32.78902582137364,-67.49070808862434,-69.65579615359582,-70.82271239184202,-71.6092815813864,-72.19172868674512,33.949422102018296,-67.28108168358409,-69.57375655624189,-70.77411985341226,-71.57561028890056,-72.16630093489775,35.11063059437825,-67.05157586034899,-69.488367211836,-70.72433875381014,-71.54136553958129,-72.14055121950999
-59.57201134670241,-67.93030179900511,-69.80488419338116,-70.89178574505922,-71.64414380484531,-72.209144140608,35.73989304280789,-67.76383409526932,-69.72982606430828,-70.84535948467816,-71.6113324262911,-72.18410371962796,31.93391226755477,-67.58349417060604,-69.65196345066278,-70.79786439322615,-71.57798279986636,-72.1587476440993,32.527237527442615,-67.38698811324639,-69.57109190398948,-70.74924895659287,-71.54407676256135,-72.13306886920013,33.701977048708855,-67.17186473650065,-69.48696944790599,-70.6994627869882,-71.50960119109858,-72.10705988330945,34.87698743874051,-66.93591171761895,-69.39934796969222,-70.64843455614552,-71.4745268841318,-72.08071659092563
-59.450481714407424,-67.84043051920325,-69.72728772503459,-70.82328539362459,-71.58285215502977,-72.1537455406312,35.49791804861098,-67.6701209212325,-69.65041978326624,-70.77575315598094,-71.54927599365378,-72.1281412207265,31.658182023702473,-67.48540414378503,-69.57062964857944,-70.7271062404695,-71.51513793458558,-72.1022092604994,32.26226818165367,-67.2838524174984,-69.48769961155426,-70.6772896198669,-71.48041889832585,-72.07594229825831,33.451468916302396,-67.06285605200824,-69.401373845389,-70.6262492715106,-71.44510481614795,-72.04933267056637,34.64035966350931,-66.81998630686445,-69.3113898221838,-70.57390969580378,-71.40916540403114,-72.02237578674277
-59.32926176132574,-67.75206049060932,-69.65136481165825,-70.75647902499384,-71.5232157344111,-72.09993520283702,35.25212734621845,-67.57767520996617,-69.57259521743406,-70.70779312301556,-71.48884627057892,-72.07375078420904,31.379073096130238,-67.38830278021786,-69.49077660374245,-70.6579428022176,-71.45388991973336,-72.04722618746564,31.99416293447239,-67.18137807659905,-69.40567790079953,-70.60686959855524,-71.41832668974325,-72.02035371114427,33.1979432519026,-66.95412562636143,-69.31702913581242,-70.55451581241006,-71.3821414714745,-71.99312551912351,34.40079076975665,-66.70380692407632,-69.22455267187672,-70.50080199931075,-71.34530299704662,-71.96553650056937
-59.20847622458835,-67.66526765522227,-69.57716028343263,-70.69138905187044,-71.46524016593084,-72.04770633255879,35.00253131913777,-67.48657059293983,-69.49639843922121,-70.6415029700375,-71.43005054981948,-72.020927158669,31.0966277286637,-67.2922613492797,-69.41245179160761,-70.59039903785282,-71.39424775476581,-71.99379470926864,31.72297088643961,-67.07963258254695,-69.32507564201043,-70.53801536957613,-71.35781086074601,-71.9663009186144,32.94144925698462,-66.84571694568439,-69.233985406176,-70.48429050373404,-71.32072362499312,-71.93843712460065,34.158327612055864,-66.58737750835279,-69.13888750623836,-70.42914117518164,-71.28295385231945,-71.91019551107479
-59.08823749840253,-67.58011621877063,-69.50470867134722,-70.62802912109309,-71.40892380902552,-71.99704625165455,34.74914260135594,-67.39687037042951,-69.4218658464672,-70.57689792930356,-71.37288900209121,-71.96965921978429,30.810892029182884,-67.19734183054999,-69.33569355434975,-70.52449191824617,-71.3362134462277,-71.94190499791245,31.448744454993562,-66.97867484829709,-69.2459330417334,-70.47074574078077,-71.29887526168835,-71.91377364712402,32.68203945859889,-66.73764334578435,-69.15228448790805,-70.4155940489792,-71.26085697937745,-71.88525607114907,33.9130200663965,-66.47069857785722,-69.05443740725869,-70.3589497918328,-71.22212549765915,-71.85634221110999
-58.968646657991414,-67.49665981708863,-69.43403538158992,-70.5664052475115,-71.35425882088266,-71.94793740153838,34.49197439507931,-67.30862855212497,-69.34902525708988,-70.51398594497284,-71.31735570276061,-71.91993047711107,30.521914896994222,-67.10359787424305,-69.26053213057882,-70.4602314291723,-71.27978300308918,-71.89154050343119,31.17153977750109,-66.87855006849169,-69.16828262052935,-70.40507280251425,-71.24151783616246,-71.8627559707333,32.41976970186577,-66.62991562229124,-69.07196089364713,-70.34844066902896,-71.20254141341077,-71.8335673029032,33.664920990685786,-66.35376724340897,-68.97123845700247,-70.29024414809147,-71.1628197174011,-71.80396256595338
-58.84979440112481,-67.41494257227869,-69.36515774698191,-70.5065168176734,-71.30123208496101,-71.90035865964106,34.23104236887484,-67.22189080060899,-69.27789688936075,-70.45276861586953,-71.26343953047291,-71.87172020123681,30.22974843301107,-67.01107567285294,-69.18699057756913,-70.39762146135004,-71.22494730821137,-71.84268115734992,30.89141628505913,-66.77927459511979,-69.09215008867523,-70.34100277239682,-71.18573146770456,-71.81322868401446,32.15469900152344,-66.52254208199108,-68.99304265621973,-70.28283890878288,-71.14577180652127,-71.7833526772379,33.41408639125104,-66.23657727596614,-68.889312377168,-70.22303504705994,-71.1050333564533,-71.75303961601641
-58.73176191383458,-67.33500004911984,-69.29808596833392,-70.44835747815591,-71.24982602310071,-71.85428548925397,33.96636441268773,-67.13669528598206,-69.20849423942973,-70.39324203061012,-71.2111249534174,-71.82500451668888,29.934448073339738,-66.91981475098653,-69.11508559662275,-70.33666059946756,-71.17169288107577,-71.79530396528591,30.60843633188131,-66.68086236834641,-69.01755512965501,-70.27853674471186,-71.13150472102211,-71.76516983827214,31.88688923317737,-66.41552864064587,-68.91555050444147,-70.21879235306028,-71.09053876069505,-71.73459145315427,33.160575047490234,-66.11911921002337,-68.80866133887844,-70.1573284832313,-71.04875902432597,-71.70355392348122
-58.61462166638152,-67.25686012117978,-69.23282395723102,-70.3919159216576,-71.20001930551307,-71.8096905718381,33.69796023992481,-67.05307345932432,-69.14082486658889,-70.3353975071193,-71.16039271699292,-71.77975697199894,29.636072021623463,-66.82983329377409,-69.04482827123974,-70.27734282127619,-71.12000254506928,-71.7493835233303,30.32266517888878,-66.58332506834887,-68.94451210047109,-70.21767135468417,-71.078822490611,-71.71855521123312,31.616405101976405,-66.30887895163904,-68.83948414391863,-70.15630026139728,-71.03682923226785,-71.68726072142282,32.90444829179853,-66.00138046937346,-68.72928648869582,-70.09312625190859,-70.99398571130824,-71.65548396797828
